EarTagNumberCurrent	EarTagNumberOriginal	StrainName	Diet	Sex	Status	AgeAtDeath	DateOfBirth	DateDietStart	DateOfDeath	AgeAtSetUp	Weight00 Baseline	DateWeightBaseline	Weight01	Weight02	Weight03	Weight04	Weight05	Weight06	Weight07	Weight08	Weight09	Weight10	Weight11	Weight12	Weight13	Weight14	Weight15	Weight16	Weight17	Weight18	Weight19	Weight20	AgeAtWeight01	AgeAtWeight02	AgeAtWeight03	AgeAtWeight04	AgeAtWeight05	AgeAtWeight06	AgeAtWeight07	AgeAtWeight08	AgeAtWeight09	AgeAtWeight10	AgeAtWeight11	AgeAtWeight12	AgeAtWeight13	AgeAtWeight14	AgeAtWeight15	AgeAtWeight16	AgeAtWeight17	AgeAtWeight18	AgeAtWeight19	AgeAtWeight20	DateWeight01	DateWeight02	DateWeight03	DateWeight04	DateWeight05	DateWeight06	DateWeight07	DateWeight08	DateWeight09	DateWeight10	DateWeight11	DateWeight12	DateWeight13	DateWeight14	DateWeight15	DateWeight16	DateWeight17	DateWeight18	DateWeight19	DateWeight20	DaysOnDietAtWeight01	DaysOnDietAtWeight02	DaysOnDietAtWeight03	DaysOnDietAtWeight04	DaysOnDietAtWeight05	DaysOnDietAtWeight06	DaysOnDietAtWeight07	DaysOnDietAtWeight08	DaysOnDietAtWeight09	DaysOnDietAtWeight10	DaysOnDietAtWeight11	DaysOnDietAtWeight12	DaysOnDietAtWeight13	DaysOnDietAtWeight14	DaysOnDietAtWeight15	DaysOnDietAtWeight16	DaysOnDietAtWeight17	DaysOnDietAtWeight18	DaysOnDietAtWeight19	DaysOnDietAtWeight20
3528	3528	BXD197	NAM	F	Natural	662	02/08/2021	04/21/2021	12/02/2022	72	20.3	04/21/2021	32.5	40.3	43.2	43.4	49	48.9	48.6	50													134	200	261	344	409	469	539	609													06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022													62	128	189	272	337	397	467	537												
3529	3529	BXD197	NAM	F	Natural	764	02/08/2021	04/21/2021	03/14/2023	72	19.7	04/21/2021	36.3	38.2	40.4	37.7	45.2	45.9	44.9	45.8	47.1	49.1											134	200	261	344	409	469	539	609	669	732											06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023											62	128	189	272	337	397	467	537	597	660										
3530	3530	BXD197	NAM	F	Natural	819	02/08/2021	04/21/2021	05/08/2023	72	20.3	04/21/2021	39.7	41.6	41.8	46.4	51.6	51.8	51.2	51.9	52.1	52.1	48.2										134	200	261	344	409	469	539	609	669	732	808										06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023										62	128	189	272	337	397	467	537	597	660	736									
3531	3531	BXD197	NAM	F	Natural	719	02/08/2021	04/21/2021	01/28/2023	72	18.6	04/21/2021	33.8	38.9	40.5	43.9	48.8	48.3	48.6	46.1	45.7												134	200	261	344	409	469	539	609	669												06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022												62	128	189	272	337	397	467	537	597											
3532	3532	BXD40	NAM	F	Natural	619	01/26/2021	04/21/2021	10/07/2022	85	18.2	04/21/2021	26	30.3	32.5	36.3	36.3	35.4	33.3														147	211	274	357	422	482	554														06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022														62	126	189	272	337	397	469													
3533	3533	BXD40	NAM	F	Natural	462	01/26/2021	04/21/2021	05/03/2022	85	24.9	04/21/2021	35.8	40.4	42.8	47	46.4																147	211	274	357	422																06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022																62	126	189	272	337															
3534	3534	BXD40	NAM	F	Natural	348	01/26/2021	04/21/2021	01/09/2022	85	21.7	04/21/2021	32.9	38	40.6																		147	211	274																		06/22/2021	08/25/2021	10/27/2021																		62	126	189																	
3535	3535	BXD40	NAM	F	Natural	466	01/26/2021	04/21/2021	05/07/2022	85	18.6	04/21/2021	27.8	32.3	34.3	36.4	32.8																147	211	274	357	422																06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022																62	126	189	272	337															
3536	3536	BXD172	NAM	F	Euthanized	605	01/16/2021	04/21/2021	09/13/2022	95	21.8	04/21/2021	24	30.4	36.4	50.1	48.6	57	52.8														157	221	284	367	432	492	564														06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022														62	126	189	272	337	397	469													
3537	3537	BXD172	NAM	F	Euthanized	373	01/16/2021	04/21/2021	01/24/2022	95	24	04/21/2021	32.3	33.6	36.1																		157	221	284																		06/22/2021	08/25/2021	10/27/2021																		62	126	189																	
3538	3538	BXD190	NAM	F	Euthanized	738	02/23/2021	04/21/2021	03/03/2023	57	20.4	04/21/2021	35.4	43	44.6	46.7	50.3	52.5	54.8	56	45.5	29.8											119	185	246	329	394	454	524	594	654	738											06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	03/03/2023											62	128	189	272	337	397	467	537	597	681										
3539	3539	BXD190	NAM	F	Euthanized	832	02/23/2021	04/21/2021	06/05/2023	57	18.5	04/21/2021	31.3	39.6	43.8	50.5	55.4	58.4	53	52.6	51.4	47.5	37.7	25.9									119	185	246	329	394	454	524	594	654	717	793	832									06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/05/2023									62	128	189	272	337	397	467	537	597	660	736	775								
3540	3540	BXD190	NAM	F	Euthanized	654	02/23/2021	04/21/2021	12/09/2022	57	19.3	04/21/2021	34.3	45.8	51.6	52.9	57.7	54.2	46.5	40	33.8												119	185	246	329	394	454	524	594	654												06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022												62	128	189	272	337	397	467	537	597											
3541	3541	BXD172	NAM	F	Euthanized	862	02/08/2021	04/21/2021	06/20/2023	72	24.9	04/21/2021	38.3	45.1	47.2	54.6	65.3	65	63.1	64.2	68.3	68.5	67.3										134	200	261	344	409	469	539	609	669	732	808										06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023										62	128	189	272	337	397	467	537	597	660	736									
3542	3542	BXD172	NAM	F	Euthanized	711	02/08/2021	04/21/2021	01/20/2023	72	23.9	04/21/2021	38.8		41.6	44.6	51.8	50.3	49.2	51	52.7	41.6											134		261	344	409	469	539	609	669	711											06/22/2021		10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	01/20/2023											62		189	272	337	397	467	537	597	639										
3543	3543	BXD172	NAM	F	Natural	588	02/08/2021	04/21/2021	09/19/2022	72	22.6	04/21/2021	34.4	40	45.2	55.7	67.9	67.6	67														134	200	261	344	409	469	539														06/22/2021	08/27/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022														62	128	189	272	337	397	467													
3544	3544	BXD79	NAM	F	Euthanized	734	02/05/2021	04/21/2021	02/09/2023	75	18.2	04/21/2021	30.9	36.3	42.7	49.8	44.7	49	48.7	47	42.4	31.9											137	201	264	347	412	472	544	612	672	734											06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023											62	126	189	272	337	397	469	537	597	659										
3545	3545	BXD79	NAM	F	Natural	371	02/05/2021	04/21/2021	02/11/2022	75	20.2	04/21/2021	34.9	43.3	47.9	55.2																	137	201	264	347																	06/22/2021	08/25/2021	10/27/2021	01/18/2022																	62	126	189	272																
3546	3546	BXD79	NAM	F	Natural	626	02/05/2021	04/21/2021	10/24/2022	75	17.8	04/21/2021	24.2	28.7	26.1	29.4	45.9	36.3	37.9	36.9													137	201	264	347	412	472	544	612													06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022													62	126	189	272	337	397	469	537												
3547	3547	BXD79	NAM	F	Natural	442	02/05/2021	04/21/2021	04/23/2022	75	18.3	04/21/2021	32.9	40.6	46.1	49.8	41																137	201	264	347	412																06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022																62	126	189	272	337															
3548	3548	BXD79	NAM	F	Euthanized	734	02/05/2021	04/21/2021	02/09/2023	75	17.9	04/21/2021	26.8	32.6	37.1	42.3	47.5	46.1	42	39.6	33.3	31.6											137	201	264	347	412	472	544	612	672	734											06/22/2021	08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023											62	126	189	272	337	397	469	537	597	659										
3567	3567	BXD170	NAM	F	Natural	284	03/18/2021	06/02/2021	12/27/2021	76	20.1	06/02/2021	24.6	34.5	19.9																		96	160	223																		06/22/2021	08/25/2021	10/27/2021																		20	84	147																	
3568	3568	BXD170	NAM	F	Natural	251	03/18/2021	06/02/2021	11/24/2021	76	19.5	06/02/2021	25.3	39.3	31																		96	160	223																		06/22/2021	08/25/2021	10/27/2021																		20	84	147																	
3569	3569	BXD170	NAM	F	Euthanized	220	03/06/2021	06/02/2021	10/12/2021	88	19.8	06/02/2021	21.6	30	16.1																		108	172	220																		06/22/2021	08/25/2021	10/12/2021																		20	84	132																	
3570	3570	BXD170	NAM	F	Natural	198	03/06/2021	06/02/2021	09/20/2021	88	19.8	06/02/2021	23.2	21.9																			108	172																			06/22/2021	08/25/2021																			20	84																		
3580	3580	BXD197	NAM	F	Natural	628	04/30/2021	07/07/2021	01/18/2023	68	21.6	07/07/2021	38.3	44.3	48.5	53.4	55.2	57.8	56.7	62.6													117	180	263	328	388	458	528	588													08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022													49	112	195	260	320	390	460	520												
3581	3581	BXD197	NAM	F	Euthanized	672	04/30/2021	07/07/2021	03/03/2023	68	21.4	07/07/2021	42.2	52.1	56.1	60	61.7	64.6	66.9	69.9	70												117	180	263	328	388	458	528	588	651												08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023												49	112	195	260	320	390	460	520	583											
3582	3582	BXD74	NAM	F	Euthanized	721	05/10/2021	07/07/2021	05/01/2023	58	16.8	07/07/2021	27.4	35.4	39.7	43.4	42.9	42.1	37.9	36.4	32.3	30.7	30.6										107	170	253	318	378	448	518	578	640	717	721										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	05/01/2023										49	112	195	260	320	390	460	520	582	659	663									
3583	3583	BXD77	NAM	F	Euthanized	852	04/23/2021	07/07/2021	08/23/2023	75	19.5	07/07/2021	29.3	35	42.6	46.1	49.7	53.8	49.1	49.6	47.3	40		28.2									124	187	270	335	395	465	535	595	658	734		852									08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023		08/23/2023									49	112	195	260	320	390	460	520	583	659		777								
3584	3584	BXD77	NAM	F	Natural	532	04/23/2021	07/07/2021	10/07/2022	75	20.2	07/07/2021	33	38.5	47.1	49.9	50.5	51.7															124	187	270	335	395	465															08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022															49	112	195	260	320	390														
3585	3585	BXD77	NAM	F	Natural	824	04/23/2021	07/07/2021	07/26/2023	75	18.5	07/07/2021	29.5	31.3	37.8	43	45.2	47.3	47.3	50.4	46.3	43.6	32.3										124	187	270	335	395	465	535	595	658	734	789										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023										49	112	195	260	320	390	460	520	583	659	714									
3586	3586	BXD77	NAM	F	Natural	710	04/23/2021	07/07/2021	04/03/2023	75	16.6	07/07/2021	27.4	33	36.7	39.4	43.3	46	46.6	48.1	45.5												124	187	270	335	395	465	535	595	658												08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023												49	112	195	260	320	390	460	520	583											
3587	3587	BXD101	NAM	F	Euthanized	660	05/18/2021	07/07/2021	03/09/2023	50	15.2	07/07/2021	36.6	44.7	53.9	26.8		71	74.6	74.9	60.8												99	162	245	310		440	510	570	633												08/25/2021	10/27/2021	01/18/2022	03/24/2022		08/01/2022	10/10/2022	12/09/2022	02/10/2023												49	112	195	260		390	460	520	583											
3588	3588	BXD101	NAM	F	Euthanized	335	05/18/2021	07/07/2021	04/18/2022	50	13	07/07/2021	32.6	42.3	45.6	61.7																	99	162	245	310																	08/25/2021	10/27/2021	01/18/2022	03/24/2022																	49	112	195	260																
3589	3589	BXD44	NAM	F	Euthanized	742	06/08/2021	07/07/2021	06/20/2023	29	14.4	07/07/2021	29.8	40.1	50.2	54.6	55.1	56.8	54.7	55.8	50.4	44.7											78	141	224	289	349	419	489	549	612	688											08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023											49	112	195	260	320	390	460	520	583	659										
3590	3590	BXD44	NAM	F	Euthanized	414	06/08/2021	07/07/2021	07/27/2022	29	15.1	07/07/2021	38.1	48	55	61.2	55.1																78	141	224	289	349																08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022																49	112	195	260	320															
3591	3591	BXD70	NAM	F	Euthanized	561	05/09/2021	07/07/2021	11/21/2022	59	16	07/07/2021	29.8	37	38.3	39.4	40.4	40.2	26.6														108	171	254	319	379	449	519														08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022														49	112	195	260	320	390	460													
3592	3592	BXD70	NAM	F	Euthanized	757	05/09/2021	07/07/2021	06/05/2023	59	14.5	07/07/2021		32.7	39.5	40.33242022	39.3	37.4	41.2	34	31.6	33	27.4											171	254	319	379	449	519	579	642	718	757											10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/05/2023											112	195	260	320	390	460	520	583	659	698									
3593	3593	BXD70	NAM	F	Euthanized	663	05/09/2021	07/07/2021	03/03/2023	59	14.3	07/07/2021	27.2	34.7	42	43.1	43.8	43.6	43.3	41.6	26.1												108	171	254	319	379	449	519	579	663												08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	03/03/2023												49	112	195	260	320	390	460	520	604											
3594	3594	BXD70	NAM	F	Other	312	05/09/2021	07/07/2021	03/17/2022	59	13.4	07/07/2021	24.9	36	42																		108	171	254																		08/25/2021	10/27/2021	01/18/2022																		49	112	195																	
3595	3595	BXD70	NAM	F	Natural	639	05/09/2021	07/07/2021	02/07/2023	59	13.9	07/07/2021	24.6	35.4	40.5	41.2	40.5	40.4	40.1	41.2													108	171	254	319	379	449	519	579													08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022													49	112	195	260	320	390	460	520												
3612	3612	BXD190	NAM	F	Euthanized	765	05/18/2021	07/27/2021	06/22/2023	70	14.6	07/27/2021	19.4	28.6	38.3	43.2	44	44.8	45.4	47.2	39.4	26.5	24.9										99	162	245	310	370	440	510	570	633	709	764										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023										29	92	175	240	300	370	440	500	563	639	694									
3613	3613	BXD190	NAM	F	Euthanized	515	05/18/2021	07/27/2021	10/15/2022	70	15.8	07/27/2021	19.1	26.1	36.9	38.6	39.7	28.1	17.5														99	162	245	310	370	440	510														08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022														29	92	175	240	300	370	440													
3614	3614	BXD75	NAM	F	Euthanized	791	05/18/2021	07/27/2021	07/18/2023	70	17.2	07/27/2021	19.1	20.6	27.2	31.3	31.6	32.6	31.4	29.5	25.1	21.9	21.8										99	162	245	310	370	440	510	570	633	709	764										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023										29	92	175	240	300	370	440	500	563	639	694									
3615	3615	BXD75	NAM	F	Natural	713	05/18/2021	07/27/2021	05/01/2023	70	15.8	07/27/2021	18.9	21	28.4	37.8	36.9	35.9	38.2	37.5	29.5	24.5											99	162	245	310	370	440	510	570	633	709											08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023											29	92	175	240	300	370	440	500	563	639										
3616	3616	BXD44	NAM	F	Euthanized	525	06/11/2021	07/27/2021	11/18/2022	46	14.8	07/27/2021	21.4	33	45	33.6	41.7	32.9	30.6														75	138	221	286	346	418	486														08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022														29	92	175	240	300	372	440													
3617	3617	BXD44	NAM	F	Euthanized	782	06/11/2021	07/27/2021	08/02/2023	46	14.7	07/27/2021	26.4	40.3	50.8	54.2	55	54.9	55.6	57.2	57.4	36.4	26.1										75	138	221	286	346	418	486	546	608	685	740										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023										29	92	175	240	300	372	440	500	562	639	694									
3618	3618	BXD2	NAM	F	Natural	340	06/17/2021	07/27/2021	05/23/2022	40	18.1	07/27/2021	22.6	35.4	41.1	49.5	44																69	132	215	280	340																08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022																29	92	175	240	300															
3619	3619	BXD2	NAM	F	Euthanized	364	05/13/2021	07/27/2021	05/12/2022	75	17.2	07/27/2021	22	24	35.5	33.1																	104	167	250	315																	08/25/2021	10/27/2021	01/18/2022	03/24/2022																	29	92	175	240																
3620	3620	BXD2	NAM	F	Euthanized	624	05/13/2021	07/27/2021	01/27/2023	75	18.2	07/27/2021	21.4	23.9	28.2	33.5	33	30.7	29.6	28	21												104	167	250	315	375	445	515	575	624												08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	01/27/2023												29	92	175	240	300	370	440	500	549											
3621	3621	BXD2	NAM	F	Natural	334	05/13/2021	07/27/2021	04/12/2022	75	19.2	07/27/2021	22.8	26.1	31.9	36.5																	104	167	250	315																	08/25/2021	10/27/2021	01/18/2022	03/24/2022																	29	92	175	240																
3622	3622	BXD75	NAM	F	Euthanized	715	05/16/2021	07/27/2021	05/01/2023	72	19.6	07/27/2021	22	24.7	30.3	32.4	33.6	38.3	39.9	40.6	35.8	26.4	26.8										101	164	247	312	372	444	512	572	634	711	715										08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	05/01/2023										29	92	175	240	300	372	440	500	562	639	643									
3623	3623	BXD75	NAM	F	Natural	740	05/16/2021	07/27/2021	05/26/2023	72	20.3	07/27/2021	22.9	25.8	29.8	32.9	31.8	31	34.9	35.2	29.2	27.8											101	164	247	312	372	444	512	572	634	711											08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023											29	92	175	240	300	372	440	500	562	639										
3627	3627	BXD101	NAM	F	Euthanized	651	06/17/2021	08/05/2021	03/30/2023	49	13.8	08/05/2021	22.9	29.2	39.9	44.2	47.8	50.3	53.1	55	54.8												69	132	215	280	340	410	480	540	603												08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023												20	83	166	231	291	361	431	491	554											
3628	3628	BXD101	NAM	F	Euthanized	519	06/17/2021	08/05/2021	11/18/2022	49	13.7	08/05/2021	22.9	28.1	37.1	44.3	47	50.8	51.2														69	132	215	280	340	410	480														08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022														20	83	166	231	291	361	431													
3629	3629	BXD101	NAM	F	Natural	577	06/17/2021	08/05/2021	01/15/2023	49	15.6	08/05/2021	22.9	32.8	40	46.6	47.2	49.7	53.5	47.7													69	132	215	280	340	410	480	540													08/25/2021	10/27/2021	01/18/2022	03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022													20	83	166	231	291	361	431	491												
3689	3689	BXD170	NAM	F	Natural	331	03/06/2021	11/01/2021	01/31/2022	240	25.4	11/01/2021	22.9	18.5																			172	318																			08/25/2021	01/18/2022																			-68	78																		
3690	3690	BXD170	NAM	F	Euthanized	433	03/18/2021	11/01/2021	05/25/2022	228	24.2	11/01/2021	22.9	29.9	23.2	17.2																	160	306	371	431																	08/25/2021	01/18/2022	03/24/2022	05/23/2022																	-68	78	143	203																
3698	3698	BXD170	NAM	F	Euthanized	349	03/08/2021	11/01/2021	02/20/2022	238	24.2	11/01/2021	39.2	46.2																			170	233																			08/25/2021	10/27/2021																			-68	-5																		
3680	3680	BXD29	NAM	F	Euthanized	390	07/11/2021	01/10/2022	08/05/2022	183	25	01/10/2022	27.6	27	25.2																		256	316	386																		03/24/2022	05/23/2022	08/01/2022																		73	133	203																	
3681	3681	BXD29	NAM	F	Natural	365	07/11/2021	01/10/2022	07/11/2022	183	31.8	01/10/2022	38.2	42.2																			256	316																			03/24/2022	05/23/2022																			73	133																		
3682	3682	BXD29	NAM	F	Euthanized	828	07/11/2021	01/10/2022	10/17/2023	183	30.3	01/10/2022	41.6		48.6	45.8	51.2	55.6	57.7	56.8	47.3	43.4											256		386	456	516	579	655	710	773	828											03/24/2022		08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023											73		203	273	333	396	472	527	590	645										
3683	3683	BXD29	NAM	F	Natural	600	07/11/2021	01/10/2022	03/03/2023	183	26.9	01/10/2022	38.2	41.1	44.4	43.4	48.6	42.2															256	316	386	456	516	579															03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023															73	133	203	273	333	396														
3669	3669	BXD87	NAM	F	Natural	673	07/22/2021	01/24/2022	05/26/2023	186	20.3	01/24/2022	24.7	26.2	27.9	29	31	25.7	18.9														245	305	377	445	505	567	644														03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023														59	119	191	259	319	381	458													
3670	3670	BXD87	NAM	F	Natural	673	07/22/2021	01/24/2022	05/26/2023	186	19.3	01/24/2022	24.6	25.7	27.4	29.5	28.8	26.6	22.5														245	305	377	445	505	567	644														03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023														59	119	191	259	319	381	458													
3671	3671	BXD87	NAM	F	Euthanized	762	07/22/2021	01/24/2022	08/23/2023	186	21.2	01/24/2022	23.6	26.1	27.4	29.8	28.1	28.2	23.6	24.6	25.9												245	305	377	445	505	567	644	699	762												03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023												59	119	191	259	319	381	458	513	576											
3672	3672	BXD87	NAM	F	Euthanized	797	07/22/2021	01/24/2022	09/27/2023	186	19.1	01/24/2022	21.2	22.3	25.3	27	27.8	27.8	30.3	28.8	27.9												245	305	377	445	505	567	644	699	762												03/24/2022	05/23/2022	08/03/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023												59	119	191	259	319	381	458	513	576											
3664	3664	BXD65	NAM	F	Natural	492	07/09/2021	01/10/2022	11/13/2022	185	29.2	01/10/2022	39	39.8	40.7	32.6																	258	318	388	458																	03/24/2022	05/23/2022	08/01/2022	10/10/2022																	73	133	203	273																
3665	3665	BXD65	NAM	F	Other	251	07/09/2021	01/10/2022	03/17/2022	185	32.8	01/10/2022																																																																																
3666	3666	BXD65	NAM	F	Euthanized	579	07/09/2021	01/10/2022	02/08/2023	185	33.3	01/10/2022	41.7	42	40.3	40.5	42	33.3															258	318	388	458	518	579															03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/08/2023															73	133	203	273	333	394														
3673	3673	BXD65	NAM	F	Euthanized	754	07/09/2021	01/10/2022	08/02/2023	185	32.2	01/10/2022	43.9		51.5	53.8	57.3	60.4	67.8	52.4													258		388	458	518	581	657	712													03/24/2022		08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023													73		203	273	333	396	472	527												
3674	3674	BXD65	NAM	F	Euthanized	712	07/09/2021	01/10/2022	06/21/2023	185	30	01/10/2022	41.7		51.3	55.1	58.9	61.1	55	33.1													258		388	458	518	581	657	712													03/24/2022		08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023													73		203	273	333	396	472	527												
3676	3676	BXD74	NAM	F	Euthanized	631	07/19/2021	01/24/2022	04/11/2023	189	21.1	01/24/2022	28.8	28.5	24.9	25.4	24.8	25	28.4														248	308	378	448	508	571	631														03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/11/2023														59	119	189	259	319	382	442													
3677	3677	BXD74	NAM	F	Euthanized	571	07/19/2021	01/24/2022	02/10/2023	189	21.7	01/24/2022	23.2	24.1		26.1	24.9	24.6															248	308		448	508	571															03/24/2022	05/23/2022		10/10/2022	12/09/2022	02/10/2023															59	119		259	319	382														
3675	3675	BXD65	NAM	F	Euthanized	753	08/09/2021	01/10/2022	09/01/2023	154	24.9	01/10/2022	41.8	44.3	48.5	50	58.3	57.2	57.5	53.8	43.7												227	287	357	427	487	550	626	681	753												03/24/2022	05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/10/2023	04/27/2023	06/21/2023	09/01/2023												73	133	203	273	333	396	472	527	599											
4526	4526	BXD15	NAM	F	Natural	406	10/01/2021	04/04/2022	11/11/2022	185	33.6	04/04/2022	36.2	45.1	31.1																		234	306	374																		05/23/2022	08/03/2022	10/10/2022																		49	121	189																	
4527	4527	BXD15	NAM	F	Natural	423	10/01/2021	04/04/2022	11/28/2022	185	30.8	04/04/2022	32.9	36.5	27.9																		234	306	374																		05/23/2022	08/03/2022	10/10/2022																		49	121	189																	
4544	4544	BXD62	NAM	F	Euthanized	686	10/08/2021	04/14/2022	08/25/2023	188	24.2	04/14/2022		31.2	34	33.4	33.9	38	40.1	32.8														297	367	427	489	566	621	684														08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023														109	179	239	301	378	433	496												
4545	4545	BXD62	NAM	F	Euthanized	538	10/08/2021	04/14/2022	03/30/2023	188	19.8	04/14/2022	22.3	30.2	32.3	30.7	28.6																227	297	367	427	489																05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/09/2023																39	109	179	239	301															
4546	4546	BXD62	NAM	F	Euthanized	740	10/08/2021	04/14/2022	10/18/2023	188	19.2	04/14/2022	22.3	21.5	21.2	21.1	22.2	21.5	21.2	21.1	17.8												227	297	367	427	489	566	621	684	739												05/23/2022	08/01/2022	10/10/2022	12/09/2022	02/09/2023	04/27/2023	06/21/2023	08/23/2023	10/17/2023												39	109	179	239	301	378	433	496	551											
4547	4547	BXD170	NAM	F	Natural	291	10/01/2021	04/04/2022	07/19/2022	185	32.7	04/04/2022	33.6																				234																				05/23/2022																				49																			
