EarTagNumberCurrent	EarTagNumberOriginal	StrainName	Diet	Sex	Status	AgeAtDeath	DateOfBirth	DateDietStart	DateOfDeath	AgeAtSetUp	Weight00 Baseline	DateWeightBaseline	Weight01	AgeAtWeight01	Weight02	AgeAtWeight02	Weight03	AgeAtWeight03	Weight04	AgeAtWeight04	Weight05	AgeAtWeight05	Weight06	AgeAtWeight06	Weight07	AgeAtWeight07	Weight08	AgeAtWeight08	Weight09	AgeAtWeight09	Weight10	AgeAtWeight10	Weight11	AgeAtWeight11	Weight12	AgeAtWeight12	Weight13	AgeAtWeight13	Weight14	AgeAtWeight14	Weight15	AgeAtWeight15	Weight16	AgeAtWeight16	Weight17	AgeAtWeight17	Weight18	AgeAtWeight18	Weight19	AgeAtWeight19	Weight20	AgeAtWeight20		DateWeight01	DateWeight02	DateWeight03	DateWeight04	DateWeight05	DateWeight06	DateWeight07	DateWeight08	DateWeight09	DateWeight10	DateWeight11	DateWeight12	DateWeight13	DateWeight14	DateWeight15	DateWeight16	DateWeight17	DateWeight18	DateWeight19	DateWeight20	DaysOnDietAtWeight01	DaysOnDietAtWeight02	DaysOnDietAtWeight03	DaysOnDietAtWeight04	DaysOnDietAtWeight05	DaysOnDietAtWeight06	DaysOnDietAtWeight07	DaysOnDietAtWeight08	DaysOnDietAtWeight09	DaysOnDietAtWeight10	DaysOnDietAtWeight11	DaysOnDietAtWeight12	DaysOnDietAtWeight13	DaysOnDietAtWeight14	DaysOnDietAtWeight15	DaysOnDietAtWeight16	DaysOnDietAtWeight17	DaysOnDietAtWeight18	DaysOnDietAtWeight19	DaysOnDietAtWeight20
2792	2792	BXD31	CD	F	Natural	481	03/21/2018	06/14/2018	07/15/2019	85	16.3		18.7	162	19.4	218	19.6	272	20.1	328	20.4	400	20.7	447																														08/30/2018	10/25/2018	12/18/2018	02/12/2019	04/25/2019	06/11/2019															77	133	187	243	315	362														
2793	2793	BXD31	CD	F	Natural	363	03/21/2018	06/14/2018	03/19/2019	85	18.8		22.4	162	20	218	19.8	272	21.1	328																																		08/30/2018	10/25/2018	12/18/2018	02/12/2019																	77	133	187	243																
2803	2803	BXD14	CD	F	Natural	288	03/21/2018	06/14/2018	01/03/2019	85	24.4		26.8	162	25.8	218	26.3	272																																				08/30/2018	10/25/2018	12/18/2018																		77	133	187																	
173	173	BXD32	CD	F	Natural	821	10/16/2011	02/13/2012	01/14/2014	120	20.5	02/13/2012	23	162	26.5	241	27.1	320	29.5	375	26.7	474	28.4	553	26.9	662	24.6	757																										03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013													42	121	200	255	354	433	542	637												
252	252	BXD86	CD	F	Harvest	731	10/16/2011	02/13/2012	10/16/2013	120	20.3	02/13/2012	21.7	162	22.5	241	23.5	320	23.9	375	23.8	474	26.1	553	24.9	662																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
163	163	BXD60	CD	F	Natural	441	10/16/2011	02/13/2012	12/30/2012	120	24.3	02/13/2012	30.9	162	30	241	29.3	320	26.1	375																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
1199	1199	BXD64	CD	F	Harvest	550	04/22/2013	08/08/2013	10/24/2014	108	26.9	08/08/2013	30.4	163	29	203	26.8	269	29	323	28.7	386	27.3	457	24.3	504																												10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014	07/23/2014	09/08/2014														55	95	161	215	278	349	396													
1270	1270	BXD95	CD	F	Harvest	366	04/22/2013	08/08/2013	04/23/2014	108	21.7	08/08/2013	29.8	163	32.6	203	36.1	269	37.5	323																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1271	1271	BXD95	CD	F	Harvest	366	04/22/2013	08/08/2013	04/23/2014	108	22	08/08/2013	23.7	163	25.1	203	26.2	269	26.8	323																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
2070	2070	BXD70	CD	F	Natural	728	09/29/2014	02/06/2015	09/26/2016	130	25.5		26	163	29.8	226	34.3	288	34.2	372	33	438	30.9	506	35.7	583	28	639	25.3	710																								03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016												33	96	158	242	308	376	453	509	580											
2045	2045	BXD44	CD	F	Natural	550	09/29/2014	02/06/2015	04/01/2016	130	19.7		20.4	163	22	226	22.4	288	21.2	372	20.6	438	20.7	506																														03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016															33	96	158	242	308	376														
379	379	BXD24	CD	F	Natural	697	10/15/2011	02/13/2012	09/11/2013	121	30.6	02/13/2012	36.5	163	35	242	34.1	321	33.5	376	28.5	475	30.8	554	25.8	663																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
132	132	BXD48	CD	F	Harvest	731	10/15/2011	02/13/2012	10/15/2013	121	25.4	02/13/2012	25.5	163	31.7	242	29.7	321	30.7	376	33.4	475	32.1	554	30.6	663																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
2069	2069	BXD70	CD	F	Harvest	758	09/29/2014	02/06/2015	10/26/2016	130	25.9		27	163	34.7	288	30.6	372	30.3	438	30	506	30.3	583	25.6	639	28.6	711																										03/11/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016													33	158	242	308	376	453	509	581												
2166	2166	BXD24	CD	F	Natural	855	11/30/2014	03/13/2015	04/03/2017	103	26.6		33.6	164	36.9	226	38.2	310	39.9	376	40.2	444	45.2	521	43.8	577	39.4	648	29.3	723	22.7	787	23.9	837																				05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017	03/16/2017										61	123	207	273	341	418	474	545	620	684	734									
2167	2167	BXD24	CD	F	Natural	633	11/30/2014	03/13/2015	08/24/2016	103	21.8		25.2	164	28.3	226	28	310	28	376	27.7	444	30.8	521	27.3	577																												05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016														61	123	207	273	341	418	474													
2077	2077	BXD89	CD	F	Harvest	444	09/28/2014	02/06/2015	12/16/2015	131	24.1		25.3	164	25.1	227	27.1	289	29.2	373																																		03/11/2015	05/13/2015	07/14/2015	10/06/2015																	33	96	158	242																
2078	2078	BXD89	CD	F	Harvest	444	09/28/2014	02/06/2015	12/16/2015	131	24		24.5	164	24.8	227	26.3	289	28	373																																		03/11/2015	05/13/2015	07/14/2015	10/06/2015																	33	96	158	242																
2357	2357	BXD18	CD	F	Natural	685	06/30/2015	11/03/2015	05/15/2017	126	26.7		26.1	164	25.7	232	29	309	27.8	365	29.2	436	24.7	511	24.3	575	24.7	625																										12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017	03/16/2017													38	106	183	239	310	385	449	499												
2356	2356	BXD18	CD	F	Natural	600	06/30/2015	11/03/2015	02/19/2017	126	20.8		19.8	164	19.9	232	20.5	309	22.4	365	21.7	436	19.7	511	20.1	575																												12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017														38	106	183	239	310	385	449													
2324	2324	BXD170	CD	F	Natural	461	06/30/2015	11/03/2015	10/03/2016	126	24.1		29	164	29.9	232	34	309	29.9	365	22.9	437																																12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016																38	106	183	239	311															
2325	2325	BXD170	CD	F	Natural	342	06/30/2015	11/03/2015	06/06/2016	126	29.6		30.1	164	31.5	232	35.6	309	60.2	365																																		12/11/2015	02/17/2016	05/04/2016	06/29/2016																	38	106	183	239																
1050	1050	BXD34	CD	F	Natural	835	04/20/2013	08/08/2013	08/03/2015	110	23.1	08/08/2013	26.5	165	26.9	205	28.9	271	26	325	24.3	389	27.5	460	25.3	507	25.2	569	26.9	634	26.2	690	25.4	753	25.8	815																		10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014	11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015									55	95	161	215	279	350	397	459	524	580	643	705								
1051	1051	BXD34	CD	F	Natural	480	04/20/2013	08/08/2013	08/13/2014	110	21.2	08/08/2013	24.4	165	25.9	205	26.2	271	25.7	325	23.9	389	28.6	460																														10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014															55	95	161	215	279	350														
2746	2746	BXD194	CD	F	Euthanized	941	11/12/2017	02/23/2018	06/10/2020	103	21.4		23.2	165	25.1	213	26.9	291	28.3	347	29.9	401	30.6	457	29.7	529	28.6	576	26.7	655	29.5	710	31.1	765	29.9	815	27.4	876	25	941														04/26/2018	06/13/2018	08/30/2018	10/25/2018	12/18/2018	02/12/2019	04/25/2019	06/11/2019	08/29/2019	10/23/2019	12/17/2019	02/05/2020	04/06/2020	06/10/2020							62	110	188	244	298	354	426	473	552	607	662	712	773	838						
2745	2745	BXD194	CD	F	Natural	797	11/12/2017	02/23/2018	01/18/2020	103	21.6		26.2	165	28.5	213	29.6	291	30.8	347	32.2	401	30.7	457	26.8	529	25	576	24.2	655	23.5	710	25.4	765																				04/26/2018	06/13/2018	08/30/2018	10/25/2018	12/18/2018	02/12/2019	04/25/2019	06/11/2019	08/29/2019	10/23/2019	12/17/2019										62	110	188	244	298	354	426	473	552	607	662									
3206	3206	BXD170	CD	F	Euthanized	622	05/10/2020	09/23/2020	01/22/2022	136	24.3		29.6	165	33.2	214	37.7	291	34.5	347	25.8	416	32	480	28.7	542	28.5	627																										10/22/2020	12/10/2020	02/25/2021	04/22/2021	06/30/2021	09/02/2021	11/03/2021	01/27/2022													29	78	155	211	280	344	406	491												
3207	3207	BXD170	CD	F	Natural	535	05/10/2020	09/23/2020	10/27/2021	136	24		25.9	165	28.4	214	32.4	291	27.8	347	21.8	416	19.1	480																														10/22/2020	12/10/2020	02/25/2021	04/22/2021	06/30/2021	09/02/2021															29	78	155	211	280	344														
3205	3205	BXD170	CD	F	Euthanized	416	05/10/2020	09/23/2020	06/30/2021	136	23.4		27.3	165	32.2	214	34.6	292	32	347	22.8	416																																10/22/2020	12/10/2020	02/26/2021	04/22/2021	06/30/2021																29	78	156	211	280															
2153	2153	BXD43	CD	F	Natural	657	11/29/2014	03/13/2015	09/16/2016	104	19.8		21.8	165	24.9	227	24.2	311	24.6	377	24.5	445	24.5	522	25.8	578	31	649																										05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016													61	123	207	273	341	418	474	545												
2154	2154	BXD43	CD	F	Harvest	381	11/29/2014	03/13/2015	12/15/2015	104	22.3		28.2	165	28.8	227	30.9	311																																				05/13/2015	07/14/2015	10/06/2015																		61	123	207																	
2019	2019	C57BL/6J	CD	F	Natural	940	09/27/2014	02/06/2015	04/24/2017	132	21.8		21.8	165	22.9	228	25.1	290	25.3	374	27	440	28	508	31.9	585	33.9	641	33.5	712	28.6	787	26.3	851	28.8	901																		03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017	03/16/2017									33	96	158	242	308	376	453	509	580	655	719	769								
1426	1426	BXD101	CD	F	Harvest	513	11/30/2013	04/11/2014	04/27/2015	132	21	04/11/2014	22.7	165	26.2	236	24.6	283	25.3	345	26.7	410	25.2	466																														05/14/2014	07/24/2014	09/09/2014	11/10/2014	01/14/2015	03/11/2015															33	104	151	213	278	334														
1424	1424	BXD101	CD	F	Harvest	349	11/30/2013	04/11/2014	11/14/2014	132	27.5	04/11/2014	29.9	165	36.1	236	35.7	283	37.7	345																																		05/14/2014	07/24/2014	09/09/2014	11/10/2014																	33	104	151	213																
1425	1425	BXD101	CD	F	Harvest	349	11/30/2013	04/11/2014	11/14/2014	132	25.9	04/11/2014	28.8	165	35.5	236	39.9	283	37.4	345																																		05/14/2014	07/24/2014	09/09/2014	11/10/2014																	33	104	151	213																
577	577	BXD69	CD	F	Natural	893	03/02/2012	07/20/2012	08/12/2014	140	22.8	07/20/2012	27.9	166	28.4	237	28	336	26.6	415	28	524	30.1	619	27	685	23.7	739	22.4	802	23.6	873																						08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014	07/23/2014											26	97	196	275	384	479	545	599	662	733										
2072	2072	BXD73	CD	F	Harvest	206	09/26/2014	02/06/2015	04/20/2015	133	18.9		19.9	166																																								03/11/2015																				33																			
1040	1040	BXD29	CD	F	Harvest	574	04/18/2013	08/08/2013	11/13/2014	112	22.9	08/08/2013	26.5	167	26.7	207	28.5	273	31.3	327	32	391	32.6	462	32.7	509																												10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014														55	95	161	215	279	350	397													
1041	1041	BXD29	CD	F	Harvest	574	04/18/2013	08/08/2013	11/13/2014	112	22.5	08/08/2013	28.4	167	28.8	207	29.9	273	31.9	327	32.3	391	35.1	462	33.7	509																												10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014														55	95	161	215	279	350	397													
1600	1600	BXD39	CD	F	Natural	741	02/06/2014	06/12/2014	02/17/2016	126	21.1	06/12/2014	25.8	167	29.2	214	27.1	277	29.7	342	29.4	398	29.9	461	30.2	523	22.9	607	23.4	672	24	741																						07/23/2014	09/08/2014	11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/10/2015	02/17/2016											41	88	151	216	272	335	397	481	546	615										
165	165	BXD60	CD	F	Natural	583	10/11/2011	02/13/2012	05/16/2013	125	28.2	02/13/2012	40.1	167	44.5	246	41.4	325	43	380	44.9	479	40.9	558																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
1169	1169	D2B6F1	CD	F	Harvest	370	04/17/2013	08/08/2013	04/22/2014	113	32.3	08/08/2013	32.7	168	35.5	208	37.8	274	43.4	328																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1170	1170	D2B6F1	CD	F	Harvest	370	04/17/2013	08/08/2013	04/22/2014	113	30.8	08/08/2013	31.9	168	37.7	208	40	274	44.8	328																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
706	706	BXD51	CD	F	Natural	881	02/29/2012	07/20/2012	07/29/2014	142	21.7	07/20/2012	26.1	168	27.2	239	28.9	338	28.2	417	29.4	526	29.3	621	25.4	687	19.3	804	19.1	875																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	05/13/2014	07/23/2014												26	97	196	275	384	479	545	662	733											
703	703	BXD51	CD	F	Harvest	348	02/29/2012	07/20/2012	02/11/2013	142	23.5	07/20/2012	26.2	168	30.4	239	30.5	338																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
704	704	BXD51	CD	F	Harvest	348	02/29/2012	07/20/2012	02/11/2013	142	23.1	07/20/2012	24.3	168	29	239	27.1	338																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
318	318	BXD60	CD	F	Natural	688	10/10/2011	02/13/2012	08/28/2013	126	38.4	02/13/2012	43.7	168	52.1	247	44.9	326	43.4	381	45.8	480	40.6	559	38.2	668																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
320	320	BXD60	CD	F	Natural	406	10/10/2011	02/13/2012	11/19/2012	126	38.6	02/13/2012	44.5	168	19.4	247	21.6	326	20.2	381																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
1015	1015	BXD9	CD	F	Natural	543	04/15/2013	08/08/2013	10/10/2014	115	22.6	08/08/2013	24.8	170	24.9	210	25.1	276	23.1	330	23.2	394	21.9	464	20.8	511																												10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/23/2014	09/08/2014														55	95	161	215	279	349	396													
1014	1014	BXD9	CD	F	Natural	403	04/15/2013	08/08/2013	05/23/2014	115	24.9	08/08/2013	25.2	170	25.8	210	25.5	276	25.2	330	26.8	394																																10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014																55	95	161	215	279															
1013	1013	BXD9	CD	F	Natural	427	04/15/2013	08/08/2013	06/16/2014	115	24.9	08/08/2013	28.9	170	28.9	210	27.7	276	23.7	330	24.4	394																																10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014																55	95	161	215	279															
5099	5099	BXD8	CD	F	Euthanized	451	05/16/2023	06/30/2023	08/09/2024	45	16.6		28.8	170	32.6	218	33.3	283	37.1	344	40.5	421																																11/02/2023	12/20/2023	02/23/2024	04/24/2024	07/10/2024																125	173	238	299	376															
2131	2131	BXD66	CD	F	Natural	600	09/22/2014	02/06/2015	05/14/2016	137	20.1		23.3	170	22.8	233	21.5	295	22.4	379	22.1	445	19.9	513	22.5	590																												03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016														33	96	158	242	308	376	453													
2130	2130	BXD66	CD	F	Natural	576	09/22/2014	02/06/2015	04/20/2016	137	20.2		20.5	170	23.6	233	21.6	295	22.7	379	23.1	445	20.3	513																														03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016															33	96	158	242	308	376														
1914	1891	BXD48	CD	F	Natural	663	05/24/2014	10/22/2014	03/17/2016	151	26.1	10/22/2014	25.9	170	27.1	235	29.3	291	27.6	354	29.4	416	27.3	500	28.4	566	29.5	634																										11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016													19	84	140	203	265	349	415	483												
784	784	BXD73b	CD	F	Natural	1015	02/27/2012	07/20/2012	12/08/2014	144	18.2	07/20/2012	19.9	170	22.6	241	23.2	340	25.4	419	24.9	528	25.3	623	22.6	689	19.1	743	20.5	806	21.6	878	20	925	18.3	987																		08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014	07/24/2014	09/09/2014	11/10/2014									26	97	196	275	384	479	545	599	662	734	781	843								
787	787	BXD73b	CD	F	Natural	833	02/27/2012	07/20/2012	06/09/2014	144	20.8	07/20/2012	25.8	170	28.2	241	29.8	340	32.3	419	27.9	528	27.9	623	23.6	689	23.8	743	23.6	806																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
829	829	BXD65b	CD	F	Natural	807	02/27/2012	07/20/2012	05/14/2014	144	27.1	07/20/2012	31.2	170	36.4	241	39.3	340	40.2	419	37.5	528	31	623		689	22.9	743	22.2	807																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014												26	97	196	275	384	479	545	599	663											
828	828	BXD65b	CD	F	Natural	768	02/27/2012	07/20/2012	04/05/2014	144	23.5	07/20/2012	24.3	170	28.3	241	33.6	340	35.2	419	37.1	528	28.3	623	25.3	689	22	743																										08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014													26	97	196	275	384	479	545	599												
785	785	BXD73b	CD	F	Natural	738	02/27/2012	07/20/2012	03/06/2014	144	20.5	07/20/2012	23.4	170	26.3	241	25.3	340	26.1	419	25.3	528	25.8	623	23.6	689																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
786	786	BXD73b	CD	F	Natural	740	02/27/2012	07/20/2012	03/08/2014	144	19.4	07/20/2012	22.1	170	24.8	241	23.1	340	25.2	419	26.1	528	27.2	623	23.5	689																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
830	830	BXD65b	CD	F	Euthanized	583	02/27/2012	07/20/2012	10/02/2013	144	30.1	07/20/2012	28.8	170	36.1	241	38.3	340	39.8	419	43.1	528																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
525	525	C57BL/6J	CD	F	Natural	397	02/27/2012	07/20/2012	03/30/2013	144	21.8	07/20/2012	25.3	170	25.3	241	25.8	340																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
201	201	BXD9	CD	F	Natural	680	10/08/2011	02/13/2012	08/18/2013	128	26	02/13/2012	34.3	170	38.2	249	34.2	328	32.6	383	23.4	482	20.8	561	19.3	670																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
3276	3276	BXD218	CD	F	Natural	631	09/08/2020	12/15/2020	06/01/2022	98	18.4		26.1	171	28.8	226	30.1	295	30.3	359	32.1	423	29.9	506	29.9	576	25.8	632	20.9	707	18.2	771	29	833	28.4	903			28.3	1038	32.3	1087	33.6	1147	32.6	1198	30	1263						02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/05/2021	01/27/2022	04/07/2022	06/02/2022	08/16/2022	10/19/2022	12/20/2022	02/28/2023		07/13/2023	08/31/2023	10/30/2023	12/20/2023	02/23/2024			73	128	197	261	325	408	478	534	609	673	735	805		940	989	1049	1100	1165		
3275	3275	BXD218	CD	F	Natural	631	09/08/2020	12/15/2020	06/01/2022	98	18.5		24.5	171	24.8	226	23.8	295	23.5	359	22.5	423	21.7	506	19.2	576																												02/26/2021	04/22/2021	06/30/2021	09/02/2021	11/05/2021	01/27/2022	04/07/2022														73	128	197	261	325	408	478													
2351	2351	BXD8	CD	F	Natural	604	06/23/2015	11/03/2015	02/16/2017	133	26.7		27.6	171	33	239	36.4	316	35.9	372	36.2	443	34.2	518	32.8	582																												12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017														38	106	183	239	310	385	449													
2352	2352	BXD8	CD	F	Natural	459	06/23/2015	11/03/2015	09/24/2016	133	23.1		25.5	171	26.2	239	29.9	316	30.6	372	28.6	443																																12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016																38	106	183	239	310															
404	404	BXD87	CD	F	Natural	790	10/07/2011	02/13/2012	12/05/2013	129	20.1	02/13/2012	21.9	171	22.6	250	23.4	329	25.6	384	24.2	483	24.8	562	23.3	671	22.2	766																										03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013													42	121	200	255	354	433	542	637												
554	554	BXD89	CD	F	Harvest	193	02/26/2012	07/20/2012	09/06/2012	145	23.3	07/20/2012	23.1	171																																								08/15/2012																				26																			
555	555	BXD89	CD	F	Harvest	193	02/26/2012	07/20/2012	09/06/2012	145	23.2	07/20/2012	21.4	171																																								08/15/2012																				26																			
2393	2393	BXD44	CD	F	Natural	524	06/22/2015	11/03/2015	11/27/2016	134	21.6		23.3	172	25.2	240	27.6	317	26.2	373	19	444	13.7	519																														12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016															38	106	183	239	310	385														
136	136	BXD48	CD	F	Harvest	740	10/06/2011	02/13/2012	10/15/2013	130	22	02/13/2012	25	172	23.6	251	26.2	330	26.5	385	27.2	484	28.2	563	26.4	672																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
2013	2013	C57BL/6J	CD	F	Euthanized	925	09/19/2014	02/06/2015	04/01/2017	140	24.3		24.8	173	26.3	236	29.7	298	27.3	382	27.9	448	26.8	516	26.5	593	28.1	649	27.7	720	26.1	795	25.4	859	25.9	909																		03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/08/2016	11/22/2016	01/25/2017	03/16/2017									33	96	158	242	308	376	453	509	580	655	719	769								
420	420	BXD73b	CD	F	Natural	909	10/05/2011	02/13/2012	04/01/2014	131	19.5	02/13/2012	21.2	173	22.6	252	23.1	331	23.4	386	23.1	485	24.2	564	24.4	673	24.2	768	23	834	23.5	888																						03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014											42	121	200	255	354	433	542	637	703	757										
930	261	BXD100	CD	F	Natural	848	10/05/2011	02/10/2012	01/30/2014	128	25	02/10/2012	27.1	173	28.2	252	29.5	331	28.2	386	28.3	485	28	564	25.7	673	28.9	768	23.4	834																								03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014												45	124	203	258	357	436	545	640	706											
931	263	BXD100	CD	F	Natural	848	10/05/2011	02/10/2012	01/30/2014	128	22.3	02/10/2012	26.1	173	27.1	252	28	331	20	386	32.3	485	32.7	564	31.5	673	32.1	768	19.2	834																								03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014												45	124	203	258	357	436	545	640	706											
258	258	BXD100	CD	F	Harvest	743	10/05/2011	02/10/2012	10/17/2013	128	19.7	02/10/2012	20.9	173	22.5	252	23.3	331	23.8	386	24	485	23.4	564	18.6	673																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														45	124	203	258	357	436	545													
480	259	BXD100	CD	F	Harvest	743	10/05/2011	02/10/2012	10/17/2013	128	20.7	02/10/2012	22	173	22.4	252	24.6	331	24.3	386	27.2	485	27	564	26	673																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														45	124	203	258	357	436	545													
1903	1903	BXD70	CD	F	Harvest	856	05/20/2014	10/22/2014	09/22/2016	155	23.5	10/22/2014	27.2	174	26.8	239	28.6	295	30.6	358	32	420	30.1	504	28.3	570	27.6	638	25.7	715	22.3	771	18.6	843																				11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016										19	84	140	203	265	349	415	483	560	616	688									
1902	1902	BXD70	CD	F	Natural	780	05/20/2014	10/22/2014	07/08/2016	155	21.5	10/22/2014	24.5	174	26.6	239	25.8	295	25.8	358	27.4	420	26.9	504	26.1	570	24.9	638	23.5	715	20.6	771																						11/10/2014	01/14/2015	03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016											19	84	140	203	265	349	415	483	560	616										
648	648	D2B6F1	CD	F	Natural	816	02/23/2012	07/20/2012	05/19/2014	148	27	07/20/2012	31.6	174	30.8	245	33.4	344	36.8	423	39.6	532	40.8	627	43.4	693	42.3	747	31.9	810																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
649	649	D2B6F1	CD	F	Natural	879	02/23/2012	07/20/2012	07/21/2014	148	31.8	07/20/2012	33.1	174	34.5	245	39.3	344	43.6	423	43.9	532	47.1	627	51.2	693	50.3	747	49.6	810																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
